FileRowID,LINE TYPE,CMS-70,CMS-70 NO VOLUME/NOT PERFORMED,CHARGE CODE/ PACKAGE,CHARGE DESCRIPTION,DRG,CPT,MODIFIERS,REV CODE,NDC,GROSS CHARGES,SELF PAY CASH PRICE,MIN NEGOTIATED RATE,MAX NEGOTIATED RATE,Aetna Commercial IP Rate,Aetna Commercial OP Rate,Aetna St Dominic Employee Group IP Rate,Aetna St Dominic Employee Group OP Rate,Blue Cross of Mississippi AHS IP Rate,Blue Cross of Mississippi AHS OP Rate,Blue Cross of Mississippi FMP IP Rate,Blue Cross of Mississippi FMP OP Rate,Cigna Commercial Plan IP Rate,Cigna Commercial Plan OP Rate,Cigna Medicare Advantange IP Rate,Cigna Medicare Advantange OP Rate,Humana ChoiceCare Commercial IP Rate,Humana ChoiceCare Commercial OP Rate,Humana ChoiceCare Medicare IP Rate,Humana ChoiceCare Medicare OP Rate,Magellan IP Rate,Magellan OP Rate,Magnolia Health Plan Allwell IP Rate,Magnolia Health Plan Allwell OP Rate,Magnolia Health Plan CHIP IP Rate,Magnolia Health Plan CHIP OP Rate,Magnolia Health Plan Medicaid IP Rate,Magnolia Health Plan Medicaid OP Rate,Medicare Advantage Miscellaneous Plans IP Rate,Medicare Advantage Miscellaneous Plans OP Rate,Medicare IP Rate,Medicare OP Rate,Mississippi Medicaid Traditional IP Rate,Mississippi Medicaid Traditional OP Rate,Molina Healthcare of Mississippi IP Rate,Molina Healthcare of Mississippi OP Rate,PHCS IP Rate,PHCS OP Rate,PPO Plus IP Rate,PPO Plus OP Rate,United Behavioral Health IP Rate,United Behavioral Health MSCAN IP Rate,United Behavioral Health MSCAN OP Rate,United Behavioral Health OP Rate,United Healthcare of Mississippi CAN IP Rate,United Healthcare of Mississippi CAN OP Rate,United Healthcare of Mississippi CHIP IP Rate,United Healthcare of Mississippi CHIP OP Rate,United Healthcare of Mississippi Commercial IP Rate,United Healthcare of Mississippi Commercial OP Rate,United Healthcare of Mississippi PPO IP Rate,United Healthcare of Mississippi PPO OP Rate,United Healthcare of Mississippi Select IP Rate,United Healthcare of Mississippi Select OP Rate,Windsor Health Plan IP Rate,Windsor Health Plan OP Rate
6594,CDM,X,,1277764,UA MACROSCOPIC,NA,81003,N/A,300,NA,$49.00,$15.68,$1.35,$49.00,NA,$2.25,NA,$4.27,NA,$3.37,NA,$3.37,NA,$4.27,NA,$2.25,NA,$22.05,NA,$2.27,NA,NA,NA,$2.29,NA,$2.46,NA,$2.03,NA,$2.25,NA,$2.25,NA,$2.03,NA,$2.03,NA,$22.05,NA,$22.05,NA,NA,NA,NA,NA,$2.24,NA,$2.24,NA,$2.24,NA,$2.24,NA,$1.35,NA,$2.25
6439,CDM,,,4192197,.POC BETA HCG QUALITATIVE URINE,NA,81025,N/A,300,NA,$71.00,$22.72,$5.17,$71.00,NA,$8.61,NA,$16.36,NA,$9.47,NA,$9.47,NA,$16.36,NA,$8.61,NA,$31.95,NA,$8.70,NA,NA,NA,$8.78,NA,$8.53,NA,$7.75,NA,$8.61,NA,$8.61,NA,$7.75,NA,$7.75,NA,$31.95,NA,$31.95,NA,NA,NA,NA,NA,$7.75,NA,$7.75,NA,$7.75,NA,$7.75,NA,$5.17,NA,$8.61
6529,CDM,,,633664,BETA HCG QUALITATIVE URINE,NA,81025,N/A,300,NA,$59.00,$18.88,$5.17,$59.00,NA,$8.61,NA,$16.36,NA,$9.47,NA,$9.47,NA,$16.36,NA,$8.61,NA,$26.55,NA,$8.70,NA,NA,NA,$8.78,NA,$8.53,NA,$7.75,NA,$8.61,NA,$8.61,NA,$7.75,NA,$7.75,NA,$26.55,NA,$26.55,NA,NA,NA,NA,NA,$7.75,NA,$7.75,NA,$7.75,NA,$7.75,NA,$5.17,NA,$8.61
6547,CDM,,,8299903,82040 ASSAY OF SERUM ALBUMIN(48.99),NA,82040,N/A,300,NA,$57.00,$18.24,$2.97,$57.00,NA,$4.95,NA,$9.40,NA,$7.41,NA,$7.41,NA,$9.40,NA,$4.95,NA,$25.65,NA,$5.00,NA,NA,NA,$5.05,NA,$5.45,NA,$4.46,NA,$4.95,NA,$4.95,NA,$4.46,NA,$4.46,NA,$25.65,NA,$25.65,NA,NA,NA,NA,NA,$4.46,NA,$4.95,NA,$4.95,NA,$4.95,NA,$2.97,NA,$4.95
6907,CDM,,,1620877,ALBUMIN LEVEL,NA,82040,N/A,300,NA,$24.00,$7.68,$2.97,$24.00,NA,$4.95,NA,$9.40,NA,$7.41,NA,$7.41,NA,$9.40,NA,$4.95,NA,$10.80,NA,$5.00,NA,NA,NA,$5.05,NA,$5.45,NA,$4.46,NA,$4.95,NA,$4.95,NA,$4.46,NA,$4.46,NA,$10.80,NA,$10.80,NA,NA,NA,NA,NA,$4.46,NA,$4.95,NA,$4.95,NA,$4.95,NA,$2.97,NA,$4.95
7000,CDM,,,8036339,82040 ASSAY OF SERUM ALBUMIN(8.23),NA,82040,N/A,300,NA,$11.00,$3.52,$2.97,$11.00,NA,$4.95,NA,$9.40,NA,$7.41,NA,$7.41,NA,$9.40,NA,$4.95,NA,$4.95,NA,$5.00,NA,NA,NA,$5.05,NA,$5.45,NA,$4.46,NA,$4.95,NA,$4.95,NA,$4.46,NA,$4.46,NA,$4.95,NA,$4.95,NA,NA,NA,NA,NA,$4.46,NA,$4.95,NA,$4.95,NA,$4.95,NA,$2.97,NA,$4.95
6998,CDM,,,8023431,MICROALBUMIN URINE,NA,82043,N/A,300,NA,$12.00,$3.84,$3.47,$12.00,NA,$5.78,NA,$10.98,NA,$8.66,NA,$8.66,NA,$10.98,NA,$5.78,NA,$5.40,NA,$5.84,NA,NA,NA,$5.90,NA,$6.36,NA,$5.20,NA,$5.78,NA,$5.78,NA,$5.20,NA,$5.20,NA,$5.40,NA,$5.40,NA,NA,NA,NA,NA,$5.20,NA,$5.78,NA,$5.78,NA,$5.78,NA,$3.47,NA,$5.78
6999,CDM,,,8023430,U24 MALB,NA,82043,N/A,300,NA,$12.00,$3.84,$3.47,$12.00,NA,$5.78,NA,$10.98,NA,$8.66,NA,$8.66,NA,$10.98,NA,$5.78,NA,$5.40,NA,$5.84,NA,NA,NA,$5.90,NA,$6.36,NA,$5.20,NA,$5.78,NA,$5.78,NA,$5.20,NA,$5.20,NA,$5.40,NA,$5.40,NA,NA,NA,NA,NA,$5.20,NA,$5.78,NA,$5.78,NA,$5.78,NA,$3.47,NA,$5.78
6087,CDM,,,633643,ALPHA FETOPROTEIN TUMOR MARKER,NA,82105,N/A,300,NA,$164.00,$52.48,$8.99,$164.00,NA,$16.77,NA,$31.86,NA,$8.99,NA,$8.99,NA,$31.86,NA,$16.77,NA,$73.80,NA,$16.94,NA,NA,NA,$17.11,NA,$18.46,NA,$15.09,NA,$16.77,NA,$16.77,NA,$15.09,NA,$15.09,NA,$73.80,NA,$73.80,NA,NA,NA,NA,NA,$15.09,NA,$16.78,NA,$16.78,NA,$16.78,NA,$10.06,NA,$16.77
6841,CDM,,,8172794,ZZZMATERNAL ALPHA FETOPROTEIN (AFP) SINGLE MARKER SCREEN-MAYO,NA,82105,N/A,300,NA,$30.00,$9.60,$8.99,$31.86,NA,$16.77,NA,$31.86,NA,$8.99,NA,$8.99,NA,$31.86,NA,$16.77,NA,$13.50,NA,$16.94,NA,NA,NA,$17.11,NA,$18.46,NA,$15.09,NA,$16.77,NA,$16.77,NA,$15.09,NA,$15.09,NA,$13.50,NA,$13.50,NA,NA,NA,NA,NA,$15.09,NA,$16.78,NA,$16.78,NA,$16.78,NA,$10.06,NA,$16.77
6869,CDM,,,7618715,ALPHA FETOPROTEIN (AFP)TUMOR MARKER-MAYO,NA,82105,N/A,300,NA,$28.00,$8.96,$8.99,$31.86,NA,$16.77,NA,$31.86,NA,$8.99,NA,$8.99,NA,$31.86,NA,$16.77,NA,$12.60,NA,$16.94,NA,NA,NA,$17.11,NA,$18.46,NA,$15.09,NA,$16.77,NA,$16.77,NA,$15.09,NA,$15.09,NA,$12.60,NA,$12.60,NA,NA,NA,NA,NA,$15.09,NA,$16.78,NA,$16.78,NA,$16.78,NA,$10.06,NA,$16.77
7019,CDM,,,8330090,MATERNAL ALPHA FETOPROTEIN (AFP) SINGLE MARKER SCREEN-MAYO,NA,82105,N/A,301,NA,$32.00,$10.24,$8.99,$32.00,NA,$16.77,NA,$31.86,NA,$8.99,NA,$8.99,NA,$31.86,NA,$16.77,NA,$14.40,NA,$16.94,NA,NA,NA,$17.11,NA,$18.46,NA,$15.09,NA,$16.77,NA,$16.77,NA,$15.09,NA,$15.09,NA,$14.40,NA,$14.40,NA,NA,NA,NA,NA,$15.09,NA,$16.78,NA,$16.78,NA,$16.78,NA,$10.06,NA,$16.77
6319,CDM,,,1628880,AMMONIA LEVEL,NA,82140,N/A,300,NA,$90.00,$28.80,$8.74,$90.00,NA,$14.57,NA,$27.68,NA,$18.29,NA,$18.29,NA,$27.68,NA,$14.57,NA,$40.50,NA,$14.72,NA,NA,NA,$14.86,NA,$16.03,NA,$13.11,NA,$14.57,NA,$14.57,NA,$13.11,NA,$13.11,NA,$40.50,NA,$40.50,NA,NA,NA,NA,NA,$14.57,NA,$14.57,NA,$14.57,NA,$14.57,NA,$8.74,NA,$14.57
6300,CDM,,,4185033,AMYLASE URINE,NA,82150,N/A,300,NA,$94.00,$30.08,$3.89,$94.00,NA,$6.48,NA,$12.31,NA,$9.71,NA,$9.71,NA,$12.31,NA,$6.48,NA,$42.30,NA,$6.54,NA,NA,NA,$6.61,NA,$7.13,NA,$5.83,NA,$6.48,NA,$6.48,NA,$5.83,NA,$5.83,NA,$42.30,NA,$42.30,NA,NA,NA,NA,NA,$6.48,NA,$6.48,NA,$6.48,NA,$6.48,NA,$3.89,NA,$6.48
6381,CDM,,,631567,AMYLASE LEVEL,NA,82150,N/A,300,NA,$78.00,$24.96,$3.89,$78.00,NA,$6.48,NA,$12.31,NA,$9.71,NA,$9.71,NA,$12.31,NA,$6.48,NA,$35.10,NA,$6.54,NA,NA,NA,$6.61,NA,$7.13,NA,$5.83,NA,$6.48,NA,$6.48,NA,$5.83,NA,$5.83,NA,$35.10,NA,$35.10,NA,NA,NA,NA,NA,$6.48,NA,$6.48,NA,$6.48,NA,$6.48,NA,$3.89,NA,$6.48
6418,CDM,,,4185541,BF AMYLASE,NA,82150,N/A,300,NA,$73.00,$23.36,$3.89,$73.00,NA,$6.48,NA,$12.31,NA,$9.71,NA,$9.71,NA,$12.31,NA,$6.48,NA,$32.85,NA,$6.54,NA,NA,NA,$6.61,NA,$7.13,NA,$5.83,NA,$6.48,NA,$6.48,NA,$5.83,NA,$5.83,NA,$32.85,NA,$32.85,NA,NA,NA,NA,NA,$6.48,NA,$6.48,NA,$6.48,NA,$6.48,NA,$3.89,NA,$6.48
6505,CDM,,,633672,BILIRUBIN TOTAL,NA,82247,N/A,300,NA,$63.00,$20.16,$3.01,$63.00,NA,$5.02,NA,$9.54,NA,$7.51,NA,$7.51,NA,$9.54,NA,$5.02,NA,$28.35,NA,$5.07,NA,NA,NA,$5.12,NA,$5.51,NA,$4.52,NA,$5.02,NA,$5.02,NA,$4.52,NA,$4.52,NA,$28.35,NA,$28.35,NA,NA,NA,NA,NA,$5.01,NA,$5.01,NA,$5.01,NA,$5.01,NA,$3.01,NA,$5.02
6504,CDM,,,4240528,BILIRUBIN CONJUGATED (DIRECT),NA,82248,N/A,300,NA,$63.00,$20.16,$3.01,$63.00,NA,$5.02,NA,$9.54,NA,$7.51,NA,$7.51,NA,$9.54,NA,$5.02,NA,$28.35,NA,$5.07,NA,NA,NA,$5.12,NA,$5.51,NA,$4.52,NA,$5.02,NA,$5.02,NA,$4.52,NA,$4.52,NA,$28.35,NA,$28.35,NA,NA,NA,NA,NA,$5.01,NA,$5.01,NA,$5.01,NA,$5.01,NA,$3.01,NA,$5.02
6473,CDM,,,7615698,OCCULT BLOOD,NA,82270,N/A,300,NA,$68.00,$21.76,$2.63,$68.00,NA,$4.38,NA,$8.32,NA,$4.87,NA,$4.87,NA,$8.32,NA,$4.38,NA,$30.60,NA,$4.42,NA,NA,NA,$4.47,NA,$4.33,NA,$3.94,NA,$4.38,NA,$4.38,NA,$3.94,NA,$3.94,NA,$30.60,NA,$30.60,NA,NA,NA,NA,NA,$3.94,NA,$3.94,NA,$3.94,NA,$3.94,NA,$2.63,NA,$4.38
6405,CDM,,,4192202,.POC OCCULT BLOOD,NA,82272,N/A,300,NA,$74.00,$23.68,$2.54,$74.00,NA,$4.23,NA,$8.04,NA,$4.87,NA,$4.87,NA,$8.04,NA,$4.23,NA,$33.30,NA,$4.27,NA,NA,NA,$4.31,NA,$4.19,NA,$3.81,NA,$4.23,NA,$4.23,NA,$3.81,NA,$3.81,NA,$33.30,NA,$33.30,NA,NA,NA,NA,NA,$3.81,NA,$3.81,NA,$3.81,NA,$3.81,NA,$2.54,NA,$4.23
6422,CDM,,,7615699,OCCULT BLOOD SCREEN,NA,82272,N/A,300,NA,$73.00,$23.36,$2.54,$73.00,NA,$4.23,NA,$8.04,NA,$4.87,NA,$4.87,NA,$8.04,NA,$4.23,NA,$32.85,NA,$4.27,NA,NA,NA,$4.31,NA,$4.19,NA,$3.81,NA,$4.23,NA,$4.23,NA,$3.81,NA,$3.81,NA,$32.85,NA,$32.85,NA,NA,NA,NA,NA,$3.81,NA,$3.81,NA,$3.81,NA,$3.81,NA,$2.54,NA,$4.23
6538,CDM,,,4240407,25-HYDROXYVITAMIN D LEVEL TOTAL,NA,82306,N/A,300,NA,$58.00,$18.56,$17.76,$58.00,NA,$29.60,NA,$56.24,NA,$44.36,NA,$44.36,NA,$56.24,NA,$29.60,NA,$26.10,NA,$29.90,NA,NA,NA,$30.19,NA,$32.56,NA,$26.64,NA,$29.60,NA,$29.60,NA,$26.64,NA,$26.64,NA,$26.10,NA,$26.10,NA,NA,NA,NA,NA,$26.64,NA,$29.60,NA,$29.60,NA,$29.60,NA,$17.76,NA,$29.60
6576,CDM,,,7618438,25-HYDROXYVITAMIN D2 AND D3 LEVEL-MAYO,NA,82306,N/A,300,NA,$51.00,$16.32,$17.76,$56.24,NA,$29.60,NA,$56.24,NA,$44.36,NA,$44.36,NA,$56.24,NA,$29.60,NA,$22.95,NA,$29.90,NA,NA,NA,$30.19,NA,$32.56,NA,$26.64,NA,$29.60,NA,$29.60,NA,$26.64,NA,$26.64,NA,$22.95,NA,$22.95,NA,NA,NA,NA,NA,$26.64,NA,$29.60,NA,$29.60,NA,$29.60,NA,$17.76,NA,$29.60
6551,CDM,,,1628887,CALCIUM TOTAL LEVEL,NA,82310,N/A,300,NA,$57.00,$18.24,$3.10,$57.00,NA,$5.16,NA,$9.80,NA,$7.73,NA,$7.73,NA,$9.80,NA,$5.16,NA,$25.65,NA,$5.21,NA,NA,NA,$5.26,NA,$5.68,NA,$4.64,NA,$5.16,NA,$5.16,NA,$4.64,NA,$4.64,NA,$25.65,NA,$25.65,NA,NA,NA,NA,NA,$5.16,NA,$5.16,NA,$5.16,NA,$5.16,NA,$3.10,NA,$5.16
6115,CDM,,,7625490,CALCIUM LEVEL IONIZED ARTERIAL,NA,82330,N/A,300,NA,$153.00,$48.96,$8.21,$153.00,NA,$13.68,NA,$25.99,NA,$10.48,NA,$10.48,NA,$25.99,NA,$13.68,NA,$68.85,NA,$13.82,NA,NA,NA,$13.95,NA,$15.05,NA,$12.31,NA,$13.68,NA,$13.68,NA,$12.31,NA,$12.31,NA,$68.85,NA,$68.85,NA,NA,NA,NA,NA,$13.68,NA,$13.68,NA,$13.68,NA,$13.68,NA,$8.21,NA,$13.68
6116,CDM,,,7625561,CALCIUM LEVEL IONIZED CAPILLARY,NA,82330,N/A,300,NA,$153.00,$48.96,$8.21,$153.00,NA,$13.68,NA,$25.99,NA,$10.48,NA,$10.48,NA,$25.99,NA,$13.68,NA,$68.85,NA,$13.82,NA,NA,NA,$13.95,NA,$15.05,NA,$12.31,NA,$13.68,NA,$13.68,NA,$12.31,NA,$12.31,NA,$68.85,NA,$68.85,NA,NA,NA,NA,NA,$13.68,NA,$13.68,NA,$13.68,NA,$13.68,NA,$8.21,NA,$13.68
6117,CDM,,,7625882,CALCIUM LEVEL IONIZED MIXED VENOUS,NA,82330,N/A,300,NA,$153.00,$48.96,$8.21,$153.00,NA,$13.68,NA,$25.99,NA,$10.48,NA,$10.48,NA,$25.99,NA,$13.68,NA,$68.85,NA,$13.82,NA,NA,NA,$13.95,NA,$15.05,NA,$12.31,NA,$13.68,NA,$13.68,NA,$12.31,NA,$12.31,NA,$68.85,NA,$68.85,NA,NA,NA,NA,NA,$13.68,NA,$13.68,NA,$13.68,NA,$13.68,NA,$8.21,NA,$13.68
6118,CDM,,,7625627,CALCIUM LEVEL IONIZED VENOUS,NA,82330,N/A,300,NA,$153.00,$48.96,$8.21,$153.00,NA,$13.68,NA,$25.99,NA,$10.48,NA,$10.48,NA,$25.99,NA,$13.68,NA,$68.85,NA,$13.82,NA,NA,NA,$13.95,NA,$15.05,NA,$12.31,NA,$13.68,NA,$13.68,NA,$12.31,NA,$12.31,NA,$68.85,NA,$68.85,NA,NA,NA,NA,NA,$13.68,NA,$13.68,NA,$13.68,NA,$13.68,NA,$8.21,NA,$13.68
6126,CDM,,,3454378,CALCIUM LEVEL IONIZED,NA,82330,N/A,300,NA,$149.00,$47.68,$8.21,$149.00,NA,$13.68,NA,$25.99,NA,$10.48,NA,$10.48,NA,$25.99,NA,$13.68,NA,$67.05,NA,$13.82,NA,NA,NA,$13.95,NA,$15.05,NA,$12.31,NA,$13.68,NA,$13.68,NA,$12.31,NA,$12.31,NA,$67.05,NA,$67.05,NA,NA,NA,NA,NA,$13.68,NA,$13.68,NA,$13.68,NA,$13.68,NA,$8.21,NA,$13.68
6290,CDM,,,7624654,POC CALCIUM IONIZED ARTERIAL,NA,82330,N/A,300,NA,$96.00,$30.72,$8.21,$96.00,NA,$13.68,NA,$25.99,NA,$10.48,NA,$10.48,NA,$25.99,NA,$13.68,NA,$43.20,NA,$13.82,NA,NA,NA,$13.95,NA,$15.05,NA,$12.31,NA,$13.68,NA,$13.68,NA,$12.31,NA,$12.31,NA,$43.20,NA,$43.20,NA,NA,NA,NA,NA,$13.68,NA,$13.68,NA,$13.68,NA,$13.68,NA,$8.21,NA,$13.68
6291,CDM,,,7624696,POC CALCIUM IONIZED VENOUS,NA,82330,N/A,300,NA,$96.00,$30.72,$8.21,$96.00,NA,$13.68,NA,$25.99,NA,$10.48,NA,$10.48,NA,$25.99,NA,$13.68,NA,$43.20,NA,$13.82,NA,NA,NA,$13.95,NA,$15.05,NA,$12.31,NA,$13.68,NA,$13.68,NA,$12.31,NA,$12.31,NA,$43.20,NA,$43.20,NA,NA,NA,NA,NA,$13.68,NA,$13.68,NA,$13.68,NA,$13.68,NA,$8.21,NA,$13.68
6074,CDM,,,633697,CEA,NA,82378,N/A,300,NA,$172.00,$55.04,$11.38,$172.00,NA,$18.96,NA,$36.02,NA,$28.42,NA,$28.42,NA,$36.02,NA,$18.96,NA,$77.40,NA,$19.15,NA,NA,NA,$19.34,NA,$20.86,NA,$17.06,NA,$18.96,NA,$18.96,NA,$17.06,NA,$17.06,NA,$77.40,NA,$77.40,NA,NA,NA,NA,NA,$17.06,NA,$18.96,NA,$18.96,NA,$18.96,NA,$11.38,NA,$18.96
6109,CDM,,,7640824,CORTISOL STIMULATION,NA,82533,N/A,300,NA,$154.00,$49.28,$9.78,$154.00,NA,$16.30,NA,$30.97,NA,$24.43,NA,$24.43,NA,$30.97,NA,$16.30,NA,$69.30,NA,$16.46,NA,NA,NA,$16.63,NA,$17.93,NA,$14.67,NA,$16.30,NA,$16.30,NA,$14.67,NA,$14.67,NA,$69.30,NA,$69.30,NA,NA,NA,NA,NA,$16.30,NA,$16.30,NA,$16.30,NA,$16.30,NA,$9.78,NA,$16.30
6144,CDM,,,3352314,CORTISOL,NA,82533,N/A,300,NA,$142.00,$45.44,$9.78,$142.00,NA,$16.30,NA,$30.97,NA,$24.43,NA,$24.43,NA,$30.97,NA,$16.30,NA,$63.90,NA,$16.46,NA,NA,NA,$16.63,NA,$17.93,NA,$14.67,NA,$16.30,NA,$16.30,NA,$14.67,NA,$14.67,NA,$63.90,NA,$63.90,NA,NA,NA,NA,NA,$16.30,NA,$16.30,NA,$16.30,NA,$16.30,NA,$9.78,NA,$16.30
6462,CDM,,,633712,CREATINE KINASE TOTAL,NA,82550,N/A,300,NA,$69.00,$22.08,$3.91,$69.00,NA,$6.51,NA,$12.37,NA,$9.76,NA,$9.76,NA,$12.37,NA,$6.51,NA,$31.05,NA,$6.58,NA,NA,NA,$6.64,NA,$7.16,NA,$5.86,NA,$6.51,NA,$6.51,NA,$5.86,NA,$5.86,NA,$31.05,NA,$31.05,NA,NA,NA,NA,NA,$6.51,NA,$6.51,NA,$6.51,NA,$6.51,NA,$3.91,NA,$6.51
6962,CDM,,,7619252,CREATINE KINASE ISOENZYME REFLEX-MAYO,NA,82550,N/A,300,NA,$20.00,$6.40,$3.91,$20.00,NA,$6.51,NA,$12.37,NA,$9.76,NA,$9.76,NA,$12.37,NA,$6.51,NA,$9.00,NA,$6.58,NA,NA,NA,$6.64,NA,$7.16,NA,$5.86,NA,$6.51,NA,$6.51,NA,$5.86,NA,$5.86,NA,$9.00,NA,$9.00,NA,NA,NA,NA,NA,$6.51,NA,$6.51,NA,$6.51,NA,$6.51,NA,$3.91,NA,$6.51
6445,CDM,,,4646975,CREATINE KINASE MB (CKMB),NA,82553,N/A,300,NA,$71.00,$22.72,$6.93,$71.00,NA,$11.55,NA,$21.95,NA,$15.22,NA,$15.22,NA,$21.95,NA,$11.55,NA,$31.95,NA,$11.67,NA,NA,NA,$11.78,NA,$12.71,NA,$10.40,NA,$11.55,NA,$11.55,NA,$10.40,NA,$10.40,NA,$31.95,NA,$31.95,NA,NA,NA,NA,NA,$11.55,NA,$11.55,NA,$11.55,NA,$11.55,NA,$6.93,NA,$11.55
6346,CDM,,,3454470,CREATININE LEVEL,NA,82565,N/A,300,NA,$85.00,$27.20,$3.07,$85.00,NA,$5.12,NA,$9.73,NA,$7.68,NA,$7.68,NA,$9.73,NA,$5.12,NA,$38.25,NA,$5.17,NA,NA,NA,$5.22,NA,$5.63,NA,$4.61,NA,$5.12,NA,$5.12,NA,$4.61,NA,$4.61,NA,$38.25,NA,$38.25,NA,NA,NA,NA,NA,$5.12,NA,$5.12,NA,$5.12,NA,$5.12,NA,$3.07,NA,$5.12
6760,CDM,,,4192186,.POC I-STAT CREATININE,NA,82565,N/A,300,NA,$35.00,$11.20,$3.07,$35.00,NA,$5.12,NA,$9.73,NA,$7.68,NA,$7.68,NA,$9.73,NA,$5.12,NA,$15.75,NA,$5.17,NA,NA,NA,$5.22,NA,$5.63,NA,$4.61,NA,$5.12,NA,$5.12,NA,$4.61,NA,$4.61,NA,$15.75,NA,$15.75,NA,NA,NA,NA,NA,$5.12,NA,$5.12,NA,$5.12,NA,$5.12,NA,$3.07,NA,$5.12
6301,CDM,,,8003853,BF CREAT,NA,82570,N/A,300,NA,$94.00,$30.08,$3.11,$94.00,NA,$5.18,NA,$9.84,NA,$6.96,NA,$6.96,NA,$9.84,NA,$5.18,NA,$42.30,NA,$5.23,NA,NA,NA,$5.28,NA,$5.70,NA,$4.66,NA,$5.18,NA,$5.18,NA,$4.66,NA,$4.66,NA,$42.30,NA,$42.30,NA,NA,NA,NA,NA,$5.18,NA,$5.18,NA,$5.18,NA,$5.17,NA,$3.11,NA,$5.18
6345,CDM,,,1634894,CREATININE 24 HOUR URINE,NA,82570,N/A,300,NA,$85.00,$27.20,$3.11,$85.00,NA,$5.18,NA,$9.84,NA,$6.96,NA,$6.96,NA,$9.84,NA,$5.18,NA,$38.25,NA,$5.23,NA,NA,NA,$5.28,NA,$5.70,NA,$4.66,NA,$5.18,NA,$5.18,NA,$4.66,NA,$4.66,NA,$38.25,NA,$38.25,NA,NA,NA,NA,NA,$5.18,NA,$5.18,NA,$5.18,NA,$5.17,NA,$3.11,NA,$5.18
6419,CDM,,,1930782,CREATININE URINE,NA,82570,N/A,300,NA,$73.00,$23.36,$3.11,$73.00,NA,$5.18,NA,$9.84,NA,$6.96,NA,$6.96,NA,$9.84,NA,$5.18,NA,$32.85,NA,$5.23,NA,NA,NA,$5.28,NA,$5.70,NA,$4.66,NA,$5.18,NA,$5.18,NA,$4.66,NA,$4.66,NA,$32.85,NA,$32.85,NA,NA,NA,NA,NA,$5.18,NA,$5.18,NA,$5.18,NA,$5.17,NA,$3.11,NA,$5.18
6692,CDM,,,8314599,82570 ASSAY OF URINE CREATININE(34.26),NA,82570,N/A,300,NA,$40.00,$12.80,$3.11,$40.00,NA,$5.18,NA,$9.84,NA,$6.96,NA,$6.96,NA,$9.84,NA,$5.18,NA,$18.00,NA,$5.23,NA,NA,NA,$5.28,NA,$5.70,NA,$4.66,NA,$5.18,NA,$5.18,NA,$4.66,NA,$4.66,NA,$18.00,NA,$18.00,NA,NA,NA,NA,NA,$5.18,NA,$5.18,NA,$5.18,NA,$5.17,NA,$3.11,NA,$5.18
7004,CDM,,,8219683,82570 ASSAY OF URINE CREATININE(6.96),NA,82570,N/A,300,NA,$9.00,$2.88,$3.11,$9.84,NA,$5.18,NA,$9.84,NA,$6.96,NA,$6.96,NA,$9.84,NA,$5.18,NA,$4.05,NA,$5.23,NA,NA,NA,$5.28,NA,$5.70,NA,$4.66,NA,$5.18,NA,$5.18,NA,$4.66,NA,$4.66,NA,$4.05,NA,$4.05,NA,NA,NA,NA,NA,$5.18,NA,$5.18,NA,$5.18,NA,$5.17,NA,$3.11,NA,$5.18
6161,CDM,,,633871,VITAMIN B12 LEVEL,NA,82607,N/A,300,NA,$138.00,$44.16,$9.05,$138.00,NA,$15.08,NA,$28.65,NA,$22.59,NA,$22.59,NA,$28.65,NA,$15.08,NA,$62.10,NA,$15.23,NA,NA,NA,$15.38,NA,$16.59,NA,$13.57,NA,$15.08,NA,$15.08,NA,$13.57,NA,$13.57,NA,$62.10,NA,$62.10,NA,NA,NA,NA,NA,$13.57,NA,$15.08,NA,$15.08,NA,$15.07,NA,$9.05,NA,$15.08
6257,CDM,,,1628893,FERRITIN LEVEL,NA,82728,N/A,300,NA,$108.00,$34.56,$8.18,$108.00,NA,$13.63,NA,$25.90,NA,$20.43,NA,$20.43,NA,$25.90,NA,$13.63,NA,$48.60,NA,$13.77,NA,NA,NA,$13.90,NA,$15.00,NA,$12.27,NA,$13.63,NA,$13.63,NA,$12.27,NA,$12.27,NA,$48.60,NA,$48.60,NA,NA,NA,NA,NA,$12.27,NA,$13.64,NA,$13.64,NA,$13.63,NA,$8.18,NA,$13.63
6353,CDM,,,8314757,82728 ASSAY OF FERRITIN(72.25),NA,82728,N/A,300,NA,$84.00,$26.88,$8.18,$84.00,NA,$13.63,NA,$25.90,NA,$20.43,NA,$20.43,NA,$25.90,NA,$13.63,NA,$37.80,NA,$13.77,NA,NA,NA,$13.90,NA,$15.00,NA,$12.27,NA,$13.63,NA,$13.63,NA,$12.27,NA,$12.27,NA,$37.80,NA,$37.80,NA,NA,NA,NA,NA,$12.27,NA,$13.64,NA,$13.64,NA,$13.63,NA,$8.18,NA,$13.63
6194,CDM,,,1628894,FOLATE LEVEL,NA,82746,N/A,300,NA,$127.00,$40.64,$8.82,$127.00,NA,$14.70,NA,$27.93,NA,$18.73,NA,$18.73,NA,$27.93,NA,$14.70,NA,$57.15,NA,$14.85,NA,NA,NA,$14.99,NA,$16.18,NA,$13.23,NA,$14.70,NA,$14.70,NA,$13.23,NA,$13.23,NA,$57.15,NA,$57.15,NA,NA,NA,NA,NA,$13.23,NA,$14.71,NA,$14.71,NA,$14.71,NA,$8.82,NA,$14.70
